Store  ,Format Desc  ,Region ,"Total Sales (Sales Inc VAT, Inc DI)",Completed Order Count,Avg Basket Size (Prod Sales),AIP,IPO,Distinct Customers,Frequency,Avg E2E: total delivery time,DOT% (60 mins),Pick availability (pre-sub),Avg E2E: dispatched to arrived at customer,Avg E2E: pick end to dispatched,Avg E2E: pick trip time,Avg E2E: time at customer door,Avg E2E: time to respond to pick
4761 Esher High Street Express,Convenience London,SOUTH EAST,"£2,997",92,£29.47,£2.98,9.9,62,1.5,27,96.70%,98.80%,6,14,3,2,1
4763 Northcliffe Shipley Express,Convenience North,NORTH EAST,"£3,449",117,£26.51,£2.88,9.2,83,1.4,31,90.50%,98.90%,8,15,3,2,3
4765 Donegall Express,NI Convenience,NORTHERN IRELAND,"£5,486",161,£31.02,£2.76,11.3,123,1.3,38.3,93.10%,97.50%,15,13,5,1,4
4766 Portchester Express,Convenience South,SOUTH CENTRAL,"£11,304",351,£29.13,£2.42,12,244,1.4,30.8,94.90%,98.80%,8,16,3,2,2
4767 Pentewan Road Express,Convenience South,SOUTH WEST,"£3,797",123,£28.08,£2.79,10,94,1.3,51.9,69.70%,98.70%,7,37,4,2,2
4771 Beaufort House Express,Convenience Central,MIDLANDS,£417,15,£24.56,£2.32,10.6,13,1.2,21.7,100.00%,100.00%,5,9,3,1,3
4776 Lincoln Brayford Express,Convenience Central,MIDLANDS,"£4,227",120,£32.23,£2.42,13.3,99,1.2,32.3,95.00%,99.00%,8,16,3,2,2
4777 Bollington Cheshire Express,Convenience Central,MIDLANDS,"£3,038",91,£30.45,£2.98,10.2,68,1.3,38.9,89.00%,99.40%,7,25,3,2,2
4779 Chinese Garage Express,Convenience London,SOUTH EAST,"£2,207",70,£28.40,£2.72,10.5,57,1.2,32.5,88.60%,99.00%,6,19,4,1,3
4781 Swansea Treboeth Express,Convenience South,WALES,"£12,770",391,£29.62,£2.60,11.4,284,1.4,28.5,96.10%,97.90%,8,13,3,1,3
4782 Connahs Quay Express,Convenience Central,WALES,"£2,123",62,£31.09,£2.88,10.8,45,1.4,46.2,77.40%,98.50%,10,29,3,3,2
4783 Toothill Village Centre,Convenience South,SOUTH CENTRAL,"£3,523",111,£28.64,£2.78,10.3,82,1.4,30.6,93.80%,98.20%,6,16,4,3,3
4784 Orchard Park Express,Convenience Central,EAST ANGLIA,"£3,975",127,£28.30,£2.59,10.9,90,1.4,25.5,94.50%,98.80%,5,12,4,2,3
4785 Hood Manor Express,Convenience North,MIDLANDS,"£2,971",100,£26.66,£2.90,9.2,74,1.4,30.4,95.00%,98.40%,7,16,3,1,2
4786 Sefton Express,Convenience North,NORTH WEST,"£12,388",397,£28.25,£2.62,10.8,276,1.4,31.9,90.50%,98.10%,7,17,4,1,3
4787 Altrincham Express,Convenience North,NORTH WEST,"£8,207",268,£27.54,£2.60,10.6,176,1.5,30,94.80%,98.20%,8,14,3,1,3
4788 Dam Lane Express,Convenience North,MIDLANDS,"£1,899",57,£30.20,£2.73,11.1,32,1.8,33.3,91.20%,100.00%,8,19,2,2,2
4791 Chessington Express,Convenience London,SOUTH EAST,"£2,564",86,£26.65,£2.94,9.1,62,1.4,18.5,97.70%,98.90%,4,8,3,1,2
4792 Urmston Davyhulme Express,Convenience North,NORTH WEST,"£3,042",94,£29.39,£2.66,11.1,69,1.4,29.2,93.60%,99.20%,6,17,3,1,2
4793 Wisbech Express,Convenience Central,EAST ANGLIA,"£7,988",248,£29.10,£2.79,10.4,178,1.4,25.9,96.40%,99.80%,6,13,3,2,2
4794 Kirby Express,Convenience North,NORTH WEST,"£2,990",103,£26.15,£3.01,8.7,73,1.4,35.5,85.60%,92.90%,7,22,3,1,2
4795 Garforth Express,Convenience North,NORTH EAST,"£4,318",151,£25.49,£2.50,10.2,113,1.3,27.2,94.70%,98.40%,6,15,3,2,2
4797 Malinslee Express,Convenience Central,MIDLANDS,"£4,469",140,£28.82,£2.45,11.8,106,1.3,26.7,97.10%,97.20%,7,10,4,2,4
4798 Telford Woodside Express,Convenience Central,MIDLANDS,"£10,634",350,£27.29,£2.49,11,251,1.4,32.3,95.70%,98.20%,8,12,5,2,5
4799 Narrow Hall Meadow,Convenience Central,MIDLANDS,"£3,278",103,£28.69,£2.66,10.8,72,1.4,27.5,97.10%,99.50%,7,13,3,2,2
4802 Cramlington Express,Convenience North,NORTH EAST,"£4,033",117,£31.42,£3.17,9.9,72,1.6,30,97.40%,98.80%,6,15,3,2,4
4803 Crookston Road,Convenience North,WEST SCOTLAND,"£10,717",302,£32.37,£2.73,11.8,203,1.5,28.9,98.00%,97.40%,7,13,4,2,2
4804 Meadow Way Express,Convenience Central,SOUTH EAST,"£10,452",324,£29.27,£2.94,9.9,206,1.6,23,98.80%,99.40%,8,8,3,3,2
4805 Clifton Shefford Express,Convenience Central,SOUTH EAST,"£1,352",36,£34.54,£3.09,11.2,23,1.6,33,94.40%,98.50%,6,19,3,3,2
4806 Castleford Express,Convenience North,NORTH EAST,"£4,538",136,£30.43,£2.54,12,108,1.3,27.7,95.60%,99.10%,7,11,4,2,3
4807 Crigglestone Express,Convenience North,NORTH EAST,£614,22,£24.56,£2.97,8.3,14,1.6,24.5,100.00%,98.70%,5,11,3,3,2
4811 St Helens Express,Convenience North,NORTH WEST,"£2,008",70,£25.69,£2.60,9.9,53,1.3,39.3,85.50%,98.60%,6,24,3,1,5
4812 Hampton Vale Express,Convenience Central,EAST ANGLIA,"£10,394",313,£30.14,£2.77,10.9,214,1.5,22.5,99.00%,99.50%,6,8,3,2,3
4813 Hardwicke Express,Convenience Central,SOUTH CENTRAL,"£4,408",160,£24.32,£2.97,8.2,107,1.5,31.5,94.40%,99.70%,6,17,3,2,3
4814 Bridlington Express,Convenience North,NORTH EAST,"£4,527",134,£30.63,£2.80,10.9,93,1.4,36.6,83.80%,99.70%,6,22,3,2,3
4817 Eltham Express,Convenience London,GREATER LONDON,"£4,259",142,£27.01,£2.93,9.2,79,1.8,32.3,88.70%,98.80%,6,18,3,1,4
4818 Giffard Park Express,Convenience Central,SOUTH EAST,"£3,175",98,£29.19,£2.69,10.8,75,1.3,23.4,100.00%,100.00%,5,9,3,3,3
4819 Watford North Approach,Convenience London,SOUTH EAST,"£2,971",91,£29.64,£2.45,12.1,70,1.3,20.3,100.00%,98.40%,5,7,4,2,2
4821 Beswick Express,Convenience North,NORTH WEST,"£9,292",278,£30.30,£2.64,11.5,204,1.4,26,97.90%,99.10%,9,8,4,2,3
4823 Northern Moor,Convenience North,NORTH WEST,"£8,984",294,£27.50,£2.56,10.7,184,1.6,26.1,95.90%,96.30%,5,12,4,1,4
4824 Northwood Express,Convenience London,SOUTH EAST,"£3,739",123,£27.35,£3.02,9.1,75,1.6,17.4,99.20%,99.20%,5,6,3,2,2
4826 Lichfield,Convenience North,MIDLANDS,"£3,301",109,£27.26,£2.73,10,74,1.5,29.1,94.50%,97.60%,5,15,3,2,3
4827 Springfield Express,Convenience Central,SOUTH EAST,"£2,890",83,£31.86,£2.58,12.3,58,1.4,48.2,80.00%,99.50%,6,32,4,3,3
4828 Harwich Express,Convenience Central,SOUTH EAST,"£2,654",99,£23.78,£2.56,9.3,60,1.7,23.9,93.60%,99.60%,5,13,3,2,2
4830 Grange Road Express,Convenience Central,SOUTH EAST,"£5,720",164,£31.78,£2.71,11.7,123,1.3,42.3,86.70%,99.30%,8,26,3,2,3
4831 Beaconsfield Express,Convenience South,SOUTH EAST,"£1,807",45,£37.00,£3.66,10.1,32,1.4,26.2,95.60%,99.10%,5,15,3,3,1
4833 Nicol Street Express,Convenience North,EAST SCOTLAND,"£3,307",83,£36.78,£2.83,13,64,1.3,37.6,89.20%,98.40%,7,23,4,2,1
4840 Bagot Street Express,Convenience Central,MIDLANDS,"£2,219",74,£26.96,£2.20,12.2,60,1.2,26.4,98.70%,98.90%,9,9,4,1,2
4842 Union Street Castlegate Express,Convenience North,EAST SCOTLAND,"£1,235",44,£25.18,£2.42,10.4,40,1.1,71.1,43.90%,97.90%,8,52,5,3,3
4843 Coventry Bishopsgate Express,Convenience Central,MIDLANDS,"£4,132",133,£28.03,£2.44,11.5,116,1.1,25.6,95.60%,98.40%,9,10,3,1,1
4846 Stratford Upon Avon Express,Convenience Central,MIDLANDS,"£5,448",161,£30.89,£3.00,10.3,120,1.3,47.8,73.60%,96.80%,7,31,4,2,4
4847 Moortown Express,Convenience North,NORTH EAST,"£3,438",95,£32.97,£2.89,11.4,77,1.2,30.1,90.70%,96.80%,6,14,5,3,2
4850 Covent Garden Endell Street Express,Convenience London,GREATER LONDON,£977,29,£30.84,£3.12,9.9,21,1.4,27.1,96.60%,100.00%,4,16,3,2,2
4854 Pinner Express,Convenience London,SOUTH EAST,"£1,186",38,£28.11,£2.36,11.9,27,1.4,17.7,100.00%,99.50%,4,8,4,1,2
4877 Weymouth Express,Convenience South,SOUTH CENTRAL,"£2,568",79,£29.45,£2.92,10.1,54,1.5,43,75.90%,98.80%,4,32,3,2,2
4888 Twickenham Whitton Road Express,Convenience London,SOUTH EAST,"£1,954",64,£27.44,£2.62,10.5,49,1.3,29.3,86.20%,99.30%,6,17,3,1,1
4890 Solihull High Street Express,Convenience Central,MIDLANDS,"£3,148",87,£33.08,£2.48,13.3,67,1.3,35.7,89.70%,98.70%,10,18,4,1,3
4891 Maylands Plaza Express,Convenience Central,SOUTH EAST,"£3,972",123,£29.20,£2.57,11.3,90,1.4,21.7,99.20%,99.50%,5,8,3,2,3
4893 High Street Winchester Express,Convenience South,SOUTH CENTRAL,"£4,636",151,£27.68,£2.68,10.3,120,1.3,35,90.10%,99.20%,7,19,4,2,3
4898 PAIGNTON VICTORIA EXP,Convenience South,SOUTH WEST,"£5,031",162,£28.12,£2.53,11.1,117,1.4,51.7,71.20%,99.10%,8,35,4,2,3
4916 Blackfriars Circus Express,Convenience London,GREATER LONDON,£568,19,£26.72,£2.63,10.2,15,1.3,32.3,84.20%,100.00%,5,21,2,3,1
4923 Cringleford Express,Convenience Central,EAST ANGLIA,"£3,498",122,£25.45,£2.59,9.8,82,1.5,28.1,97.50%,99.00%,6,15,3,2,2
4926 West Brompton Express,Convenience London,GREATER LONDON,"£1,567",45,£31.95,£2.55,12.5,32,1.4,21,97.80%,98.90%,5,9,4,2,2
5000 Marlbrook Express,Convenience Central,MIDLANDS,"£2,088",54,£35.63,£2.85,12.5,41,1.3,29.2,100.00%,99.10%,7,15,3,2,1
5001 Maidstone London Rd Express,Convenience South,SOUTH EAST,"£4,734",169,£24.94,£2.83,8.8,121,1.4,32.3,93.40%,97.00%,8,17,2,2,2
5003 Milton Regis Express,Convenience South,SOUTH EAST,"£2,683",97,£24.55,£2.41,10.2,69,1.4,26,93.90%,98.80%,4,15,3,2,2
5004 Thetford Norwich Rd Express,Convenience Central,EAST ANGLIA,"£8,784",309,£25.27,£2.60,9.7,224,1.4,35,85.90%,99.10%,5,23,3,2,2
5012 Dunstable Langdale Express,Convenience Central,SOUTH EAST,"£2,832",90,£28.44,£2.54,11.2,73,1.2,23.6,98.90%,98.90%,6,9,4,2,2
5015 Rowley Regis Express,Convenience Central,MIDLANDS,"£9,659",276,£31.97,£2.69,11.9,202,1.4,22.1,100.00%,98.80%,7,6,3,2,3
5019 Lisieux Way Express,Convenience South,SOUTH CENTRAL,"£2,624",82,£29.00,£2.95,9.8,49,1.7,37.6,89.00%,98.10%,5,23,3,3,3
5020 Appenine Way Express,Convenience Central,SOUTH EAST,"£4,805",165,£26.01,£2.29,11.3,136,1.2,22.1,99.40%,98.20%,6,7,4,2,4
5021 Middlesbrough Parliament Rd Express,Convenience North,NORTH EAST,£345,13,£23.65,£2.29,10.3,12,1.1,29.4,91.70%,99.20%,5,19,4,1,1
5022 Rotherham Brinsworth Ln Express,Convenience North,NORTH EAST,"£2,584",82,£28.45,£2.36,12.1,65,1.3,24.1,100.00%,97.20%,5,12,3,2,2
5023 Milton Keynes Old Farm Park Express,Convenience Central,SOUTH EAST,"£7,195",233,£27.65,£2.58,10.7,168,1.4,24.8,98.70%,99.00%,7,10,3,1,3
5026 Didcot Cockcroft Express,Convenience Central,SOUTH CENTRAL,"£5,982",211,£25.23,£2.15,11.7,161,1.3,30.7,93.30%,98.00%,7,15,3,2,4
5027 Muscliffe Express,Convenience South,SOUTH CENTRAL,"£1,343",46,£26.11,£2.38,11,39,1.2,24.1,100.00%,99.30%,6,11,4,1,2
5035 Ridgway Rd Express,Convenience South,SOUTH EAST,"£1,472",44,£30.20,£2.88,10.5,34,1.3,46,77.30%,100.00%,6,35,2,2,1
5036 Hasbury Express,Convenience Central,MIDLANDS,"£1,398",40,£31.95,£2.86,11.2,29,1.4,26.4,95.00%,99.40%,4,17,3,1,1
5038 Ribbleton Express,Convenience North,NORTH WEST,"£2,192",67,£29.61,£3.30,9,44,1.5,23.7,97.00%,96.00%,5,10,3,2,4
5043 Marsh Express,Convenience North,NORTH EAST,"£5,924",192,£27.70,£2.79,9.9,135,1.4,23.1,98.40%,99.50%,9,9,3,1,2
5045 Forest Park Express,Convenience South,SOUTH EAST,"£13,132",403,£29.44,£2.60,11.3,300,1.3,29.3,97.00%,98.30%,9,12,3,2,3
5047 Burgess Hill Gatehouse Express,Convenience South,SOUTH EAST,"£11,774",383,£27.65,£2.38,11.6,269,1.4,30.6,94.10%,99.30%,6,15,4,2,4
5049 Kenilworth Leyes Ln Express,Convenience Central,MIDLANDS,"£2,230",68,£29.67,£2.49,11.9,51,1.3,23.4,100.00%,98.20%,6,10,3,2,2
5056 Birmingham Corporation St Express,Convenience Central,MIDLANDS,£410,11,£34.29,£1.96,17.5,11,1,30.1,100.00%,99.30%,12,8,7,1,2
5057 Pemberton Express,Convenience North,NORTH WEST,"£3,063",101,£27.30,£2.62,10.4,67,1.5,39.4,89.10%,93.40%,6,24,4,2,3
5060 Birstall Smithies Ln Express,Convenience North,NORTH EAST,"£11,733",340,£31.43,£2.69,11.7,245,1.4,24.6,97.90%,98.30%,8,10,3,1,2
5061 Shirley Express,Convenience London,SOUTH EAST,"£4,992",179,£24.86,£2.74,9.1,126,1.4,22.7,98.30%,97.80%,5,11,3,1,3
5063 Warminster Thornhill Rd Express,Convenience South,SOUTH CENTRAL,"£1,712",55,£28.07,£2.56,10.9,38,1.4,59,66.70%,99.10%,5,47,3,2,2
5064 Amington Express,Convenience Central,MIDLANDS,"£2,433",85,£25.51,£2.81,9.1,58,1.5,26.6,96.50%,99.50%,5,15,3,2,2
5069 Tankerton Rd Express,Convenience South,SOUTH EAST,"£6,545",189,£31.57,£2.64,11.9,141,1.3,29.7,94.20%,98.40%,7,15,4,2,2
5070 Tinkers Bridge Express,Convenience Central,SOUTH EAST,"£6,438",203,£28.58,£2.60,11,157,1.3,27.4,98.50%,98.60%,7,12,4,1,3
5071 Norton Express,Convenience North,NORTH EAST,"£11,838",353,£30.45,£2.78,10.9,261,1.4,32.5,95.50%,98.20%,9,16,3,1,3
5073 Moordown Express,Convenience South,SOUTH CENTRAL,"£3,725",114,£29.49,£2.51,11.7,83,1.4,27,93.90%,98.70%,6,15,3,1,2
5075 Parkstone Herbert Ave Express,Convenience South,SOUTH CENTRAL,"£4,892",143,£31.03,£2.93,10.6,91,1.6,27,95.80%,99.00%,4,16,4,2,2
5077 Ruislip Field End Rd Express,Convenience London,SOUTH EAST,"£1,751",60,£26.13,£2.98,8.8,44,1.4,22.2,98.20%,100.00%,6,9,3,1,3
5078 Tiverton Moorhayes Park Express,Convenience South,SOUTH WEST,"£12,990",411,£28.59,£2.63,10.9,289,1.4,47.1,77.10%,98.90%,5,32,3,3,4
5079 Hornchurch Ardleigh Express,Convenience London,SOUTH EAST,"£9,595",316,£27.23,£2.86,9.5,244,1.3,27,97.20%,99.00%,9,12,3,1,2
5080 Blackpool Central Dr Express,Convenience North,NORTH WEST,"£2,543",89,£25.57,£2.60,9.8,68,1.3,32,88.40%,97.80%,5,17,4,1,5
5081 Ashton-in-makerfield Esso Express,Convenience North,NORTH WEST,"£7,011",197,£32.50,£2.67,12.2,143,1.4,37,91.40%,98.70%,8,22,4,2,1
5082 Pendlebury Esso Express,Convenience North,NORTH WEST,"£4,958",168,£26.52,£2.58,10.3,125,1.3,22.6,98.80%,99.10%,6,8,4,2,3
5083 Heywood York St Esso Express,Convenience North,NORTH WEST,"£7,660",245,£28.21,£2.75,10.2,165,1.5,23.3,100.00%,97.60%,6,8,4,2,3
5084 Eastwood Esso Express,Convenience Central,SOUTH EAST,"£5,523",174,£28.65,£2.89,9.9,131,1.3,23.4,98.90%,99.40%,6,9,3,2,3
5085 Yate Brimsham Park Express,Convenience South,SOUTH CENTRAL,"£3,915",112,£31.86,£2.66,12,79,1.4,26.6,95.50%,98.80%,5,13,3,3,2
5086 Bury St Edmunds Horringer Express,Convenience Central,EAST ANGLIA,"£3,148",93,£30.73,£2.63,11.7,75,1.2,46.1,76.10%,99.00%,6,34,4,2,1
5088 Hanworth Express,Convenience London,SOUTH EAST,"£8,368",290,£25.66,£2.61,9.8,183,1.6,25.5,95.20%,99.30%,6,12,3,1,4
5092 Wellington Haygate Rd Express,Convenience Central,MIDLANDS,"£3,316",104,£28.73,£2.63,10.9,77,1.4,26,97.10%,99.80%,6,13,3,3,1
5093 Dalton Huddersfld Express,Convenience North,NORTH EAST,"£1,862",59,£28.35,£2.36,12,50,1.2,30.8,89.70%,99.00%,6,18,3,1,3
5094 Bispham Express,Convenience North,NORTH WEST,"£3,140",97,£29.42,£2.42,12.2,75,1.3,27.4,94.70%,98.90%,6,15,4,1,2
5095 Worle Express,Convenience South,SOUTH CENTRAL,"£1,441",47,£27.60,£2.57,10.7,30,1.6,30.1,98.00%,98.90%,6,17,2,2,2
5097 Horsforth New Rd Express,Convenience North,NORTH EAST,"£1,430",53,£23.97,£2.73,8.8,43,1.2,31.5,96.00%,98.50%,7,19,2,1,1
5098 Coldfield Esso Express,Convenience Central,MIDLANDS,"£1,572",41,£35.27,£3.16,11.1,30,1.4,32,92.70%,98.30%,6,19,3,1,2
5099 STOURBDG HALESOWEN EXPRESS,Convenience Central,MIDLANDS,"£10,100",317,£28.79,£2.61,11,228,1.4,21.6,99.40%,99.10%,7,8,3,1,2
5101 Paganhill Express,Convenience Central,SOUTH CENTRAL,"£3,923",140,£24.90,£2.44,10.2,105,1.3,40.9,79.60%,98.20%,6,27,3,2,2
5103 Hammersmith North End Rd Express,Convenience London,GREATER LONDON,"£2,546",83,£27.57,£2.88,9.6,62,1.3,22.3,97.50%,99.70%,5,12,3,1,1
5108 Redcar Superstore,Large North,NORTH EAST,"£3,925",104,£34.79,£2.39,14.5,83,1.3,49.5,77.50%,93.40%,9,26,10,2,3
5109 Ingleby Barwick Superstore,Large North,NORTH EAST,"£3,506",78,£42.00,£2.62,16,65,1.2,41.6,91.00%,94.40%,8,12,12,2,8
5115 Causewayside Express,Convenience North,EAST SCOTLAND,"£2,848",87,£29.60,£2.62,11.3,65,1.3,33,93.10%,98.20%,5,18,5,3,3
5116 Waltham Cross Hammond St Express,Convenience Central,SOUTH EAST,"£11,241",375,£26.89,£2.70,9.9,280,1.3,30.5,97.10%,98.30%,6,13,4,2,5
5117 Bishopston Express,Convenience South,SOUTH CENTRAL,"£3,638",96,£34.95,£2.49,14,79,1.2,29.3,95.80%,99.60%,8,15,3,1,2
5121 Sowerby Bridge Superstore,Large North,NORTH EAST,"£4,543",122,£34.26,£2.53,13.5,91,1.3,32.8,96.70%,95.40%,9,9,8,3,4
5140 Colchester Bromley Rd Express,Convenience Central,SOUTH EAST,"£7,507",262,£25.44,£2.57,9.9,174,1.5,22.6,97.70%,99.50%,5,11,3,2,1
5141 Hedge End Tanhouse Ln Express,Convenience South,SOUTH CENTRAL,"£4,946",159,£27.95,£2.53,11.1,120,1.3,25.9,97.50%,98.40%,6,12,4,2,3
5142 Woodville Express,Convenience Central,MIDLANDS,"£3,711",125,£26.63,£2.75,9.7,87,1.4,25.8,95.20%,98.80%,5,12,4,2,3
5145 Gillingham Sturdee Ave Express,Convenience South,SOUTH EAST,"£15,926",495,£29.09,£2.51,11.6,355,1.4,28.4,96.80%,99.20%,8,11,3,2,3
5146 Doncaster Wentworth Rd Express,Convenience North,NORTH EAST,"£4,358",119,£33.60,£2.90,11.6,82,1.5,32.1,94.40%,97.20%,8,17,3,2,2
5149 Leicester Aberdale Rd Express,Convenience Central,MIDLANDS,"£3,551",109,£29.47,£2.76,10.7,84,1.3,21.4,100.00%,98.60%,7,8,3,2,1
5150 Earl Grey St Express,Convenience North,EAST SCOTLAND,£680,20,£30.89,£2.18,14.2,17,1.2,59.7,57.90%,98.30%,8,40,4,5,2
5153 Southsea Goldsmith Ave Express,Convenience South,SOUTH CENTRAL,"£5,599",177,£28.53,£2.71,10.5,124,1.4,21.8,99.40%,98.10%,6,7,3,2,4
5154 Wellingborough Cannon St Express,Convenience Central,MIDLANDS,"£5,126",178,£25.67,£2.57,10,124,1.4,24.7,98.90%,98.30%,7,10,3,3,2
5155 Chichester South St Express,Convenience South,SOUTH EAST,"£8,567",275,£27.98,£2.87,9.7,191,1.4,28.7,94.30%,99.40%,7,14,3,2,2
5156 Fazakerley Longmoor Ln Express,Convenience North,NORTH WEST,"£9,302",310,£26.94,£2.34,11.5,210,1.5,33.6,92.80%,98.40%,9,16,4,1,3
5159 Cleethorpes Grimsby Rd Express,Convenience North,MIDLANDS,"£9,415",315,£26.79,£2.39,11.2,226,1.4,26.4,99.40%,98.00%,7,11,3,2,4
5165 Bewdley Hill Esso Express,Convenience Central,MIDLANDS,"£5,074",163,£28.05,£2.75,10.2,105,1.6,22.7,98.20%,99.70%,6,10,3,2,2
5166 Gloucester Lysons Ave Express,Convenience Central,SOUTH CENTRAL,"£2,519",83,£27.18,£3.07,8.9,59,1.4,30.6,91.60%,99.80%,5,19,3,2,2
5167 Farnham Hale Express,Convenience South,SOUTH EAST,"£7,804",224,£31.73,£2.85,11.1,166,1.3,28.7,95.60%,99.50%,8,14,3,2,2
5172 Old Milton Rd Express,Convenience South,SOUTH CENTRAL,"£6,909",197,£32.03,£2.88,11.1,138,1.4,35,89.10%,99.70%,6,22,2,2,2
5176 Welwyn Express,Convenience Central,SOUTH EAST,"£5,632",164,£31.32,£2.76,11.3,104,1.6,23.9,98.80%,99.10%,5,12,3,2,2
5179 Cardiff Mermaid Quay Express,Convenience South,WALES,"£2,073",64,£29.31,£2.49,11.8,39,1.6,38,79.40%,98.90%,6,26,3,2,1
5181 Falkirk Redding Rd Superstore,Large North,EAST SCOTLAND,"£9,852",217,£42.46,£2.57,16.5,165,1.3,49.1,76.70%,95.10%,10,20,12,2,4
5186 Kentish Town Express,Convenience London,GREATER LONDON,"£3,218",93,£31.71,£2.45,12.9,68,1.4,31,88.00%,99.20%,7,16,5,2,2
5187 Middlesbrough Roman Rd Express,Convenience North,NORTH EAST,"£2,839",83,£31.08,£2.76,11.3,65,1.3,25,98.80%,99.10%,6,12,3,2,2
5188 Armley Express,Convenience North,NORTH EAST,"£4,185",131,£28.97,£2.56,11.3,108,1.2,35.2,90.80%,96.10%,9,17,5,1,3
5190 Marylebone Melcombe St Express,Convenience London,GREATER LONDON,£168,2,£80.88,£7.35,11,2,1,31.3,100.00%,100.00%,4,9,10,2,7
5191 Chigwell Manford Way Express,Convenience London,SOUTH EAST,"£8,455",298,£25.21,£2.48,10.2,200,1.5,18.4,100.00%,99.70%,6,5,3,2,2
5192 Heaton Haworth Rd Express,Convenience North,NORTH EAST,"£1,584",53,£26.84,£3.30,8.1,35,1.5,21.1,100.00%,98.40%,6,7,4,2,3
5193 Bolton Upon Dearne Express,Convenience North,NORTH EAST,"£9,645",305,£28.56,£2.68,10.6,208,1.5,27.6,96.10%,98.60%,7,13,3,2,3
5196 Chelmsford Broomfield Rd Express,Convenience Central,SOUTH EAST,"£6,550",206,£28.68,£2.77,10.3,129,1.6,37.6,85.90%,98.40%,6,23,3,2,3
5199 Thamesmead Express,Convenience London,GREATER LONDON,"£1,266",65,£17.26,£3.78,4.6,42,1.5,31.1,95.60%,99.00%,5,16,2,2,5
5200 Anlaby Rd Express,Convenience North,NORTH EAST,"£4,624",144,£28.96,£2.77,10.4,94,1.5,25.6,97.90%,98.70%,7,11,4,1,3
5201 Hartlepool Catcote Rd Express,Convenience North,NORTH EAST,"£4,848",147,£29.85,£2.86,10.4,104,1.4,40.5,85.70%,98.90%,6,27,3,2,2
5203 Shirley Dickens Heath Express,Convenience Central,MIDLANDS,"£4,912",139,£32.26,£2.72,11.8,97,1.4,23,100.00%,98.30%,6,8,4,3,2
5205 Newport Malpas Rd Express,Convenience South,WALES,"£1,833",55,£30.07,£2.77,10.9,49,1.1,33,92.70%,98.80%,7,19,3,3,1
5207 Birmingham Frankley Express,Convenience Central,MIDLANDS,"£7,476",240,£28.08,£2.64,10.6,169,1.4,19.6,100.00%,98.40%,6,7,3,2,1
5212 Leyland Earnshaw Bridge Express,Convenience North,NORTH WEST,"£9,271",284,£29.62,£2.73,10.9,186,1.5,29.4,97.50%,98.90%,6,14,4,2,3
5213 Durrington Esso Express,Convenience South,SOUTH EAST,"£9,049",303,£26.71,£2.57,10.4,211,1.4,26.6,97.40%,99.00%,6,13,4,2,2
5214 Wimbledon Hill Express,Convenience London,GREATER LONDON,"£1,672",47,£32.58,£3.20,10.2,34,1.4,32.4,89.40%,98.20%,7,19,4,1,1
5215 East Dulwich Express,Convenience London,GREATER LONDON,"£3,392",101,£30.62,£2.62,11.7,82,1.2,31.8,91.20%,97.20%,6,18,5,1,2
5217 Clifton Regent St Express,Convenience South,SOUTH CENTRAL,£424,11,£35.59,£2.51,14.2,9,1.2,36.5,90.90%,98.70%,5,24,5,2,1
5220 Oakley Vale Express,Convenience Central,MIDLANDS,"£11,468",352,£29.49,£2.58,11.4,241,1.5,30.6,95.20%,98.10%,7,15,3,2,3
5221 Rochdale Whitworth Rd Express,Convenience North,NORTH WEST,"£10,018",299,£30.43,£2.84,10.7,208,1.4,25.8,99.30%,98.40%,9,8,4,2,3
5223 Birmingham Hurst St Express,Convenience Central,MIDLANDS,"£1,625",52,£28.21,£2.30,12.3,40,1.3,29.2,95.30%,99.00%,8,12,3,2,4
5225 Stourbridge Audnam Express,Convenience Central,MIDLANDS,"£7,051",210,£30.49,£2.77,11,144,1.5,23,100.00%,99.60%,7,9,3,1,2
5226 Folkestone Bouverie Rd Express,Convenience South,SOUTH EAST,"£6,304",195,£29.25,£2.54,11.5,147,1.3,25.1,99.50%,98.40%,6,11,3,2,2
5227 Streetly Express,Convenience Central,MIDLANDS,"£2,846",78,£33.46,£2.59,12.9,61,1.3,20.5,100.00%,98.90%,5,8,4,2,1
5229 Blackburn Bank Top Express,Convenience North,NORTH WEST,"£8,723",263,£30.10,£2.65,11.4,181,1.5,27,97.70%,99.20%,9,10,3,2,3
5230 Colne Market St Express,Convenience North,NORTH WEST,"£3,323",97,£31.22,£2.84,11,66,1.5,29.7,93.80%,97.30%,6,15,4,3,2
5233 Uckfield Browns Ln Express,Convenience South,SOUTH EAST,"£10,775",343,£28.41,£2.60,10.9,231,1.5,41.8,79.80%,99.60%,7,27,3,2,3
5234 Crystal Palace Express,Convenience London,GREATER LONDON,"£5,736",182,£28.54,£2.64,10.8,131,1.4,30.6,93.90%,98.50%,6,19,3,1,1
5235 Bristol Wine St Express,Convenience South,SOUTH CENTRAL,£451,14,£29.27,£2.12,13.8,14,1,33.6,100.00%,96.30%,9,10,7,1,7
5238 Strood Esso Express,Convenience South,SOUTH EAST,"£18,145",561,£29.24,£2.56,11.4,409,1.4,27.6,98.80%,100.00%,8,12,3,2,3
5241 Westcliff-on-sea Rd Express,Convenience Central,SOUTH EAST,"£7,881",228,£31.61,£2.46,12.9,161,1.4,24.6,99.10%,99.20%,6,11,3,2,3
